year	category	nominee	win	performance	nominee_id
2016	Best Revival of a Musical	David J. Kurs	Nominee	Spring Awakening	david-j-kurs-501406
2016	Best Revival of a Musical	Deaf West Theatre	Nominee	Spring Awakening	deaf-west-theatre-502838
2016	Best Revival of a Musical	Carl Daikeler	Nominee	Spring Awakening	carl-daikeler-494599
2016	Best Revival of a Musical	Sandi Moran	Nominee	Spring Awakening	sandi-moran-500830
2016	Best Revival of a Musical	Chockstone Pictures	Nominee	Spring Awakening	chockstone-pictures-502466
2016	Best Revival of a Musical	Caiola Productions	Nominee	Spring Awakening	caiola-productions-495863
2016	Best Revival of a Musical	Marguerite Hoffman	Nominee	Spring Awakening	marguerite-hoffman-494607
2016	Best Revival of a Musical	H. Richard Hopper	Nominee	Spring Awakening	h-richard-hopper-502470
2016	Best Revival of a Musical	LearyTodd Productions	Nominee	Spring Awakening	learytodd-productions-502787
2016	Best Revival of a Musical	MarKolTop Productions	Nominee	Spring Awakening	markoltop-productions-502789
2016	Best Revival of a Musical	R&D Theatricals	Nominee	Spring Awakening	rd-theatricals-497265
2016	Best Revival of a Musical	Brian Cromwell Smith	Nominee	Spring Awakening	brian-cromwell-smith-497953
2016	Best Revival of a Musical	Invisible Wall Productions	Nominee	Spring Awakening	invisible-wall-productions-502790
2016	Best Revival of a Musical	Monica Horan Rosenthal	Nominee	Spring Awakening	monica-horan-rosenthal-502471
2016	Best Performance by an Actor in a Leading Role in a Play	Frank Langella	Winner	The Father	frank-langella-15362
2016	Best Performance by an Actor in a Leading Role in a Play	Mark Strong	Nominee	A View From the Bridge	mark-strong-501197
2016	Best Performance by an Actor in a Leading Role in a Play	Jeff Daniels	Nominee	Blackbird	jeff-daniels-37276
2016	Best Performance by an Actor in a Leading Role in a Play	Tim Pigott-Smith	Nominee	King Charles III	tim-pigott-smith-56216
2016	Best Performance by an Actor in a Leading Role in a Play	Gabriel Byrne	Nominee	Long Day's Journey Into Night	gabriel-byrne-76478
2016	Best Performance by an Actress in a Leading Role in a Play	Jessica Lange	Winner	Long Day's Journey Into Night	jessica-lange-48911
2016	Best Performance by an Actress in a Leading Role in a Play	Michelle Williams	Nominee	Blackbird	michelle-williams-495252
2016	Best Performance by an Actress in a Leading Role in a Play	Lupita Nyong'o	Nominee	Eclipsed	lupita-nyongo-503178
2016	Best Performance by an Actress in a Leading Role in a Play	Laurie Metcalf	Nominee	Misery	laurie-metcalf-52898
2016	Best Performance by an Actress in a Leading Role in a Play	Sophie Okonedo	Nominee	The Crucible	sophie-okonedo-495164
2016	Best Performance by an Actor in a Leading Role in a Musical	Leslie Odom, Jr.	Winner	Hamilton	leslie-odom-jr-491741
2016	Best Performance by an Actor in a Leading Role in a Musical	Danny Burstein	Nominee	Fiddler on the Roof	danny-burstein-69936
2016	Best Performance by an Actor in a Leading Role in a Musical	Lin-Manuel Miranda	Nominee	Hamilton	lin-manuel-miranda-459893
2016	Best Performance by an Actor in a Leading Role in a Musical	Alex Brightman	Nominee	School of Rock – The Musical	alex-brightman-478736
2016	Best Performance by an Actor in a Leading Role in a Musical	Zachary Levi	Nominee	She Loves Me	zachary-levi-494810
2016	Best Performance by an Actress in a Leading Role in a Musical	Cynthia Erivo	Winner	The Color Purple	cynthia-erivo-499933
2016	Best Performance by an Actress in a Leading Role in a Musical	Carmen Cusack	Nominee	Bright Star	carmen-cusack-500357
2016	Best Performance by an Actress in a Leading Role in a Musical	Phillipa Soo	Nominee	Hamilton	phillipa-soo-501275
2016	Best Performance by an Actress in a Leading Role in a Musical	Laura Benanti	Nominee	She Loves Me	laura-benanti-70646
2016	Best Performance by an Actress in a Leading Role in a Musical	Jessie Mueller	Nominee	Waitress	jessie-mueller-490627
2016	Best Performance by an Actor in a Featured Role in a Play	Reed Birney	Winner	The Humans	reed-birney-85032
2016	Best Performance by an Actor in a Featured Role in a Play	Richard Goulding	Nominee	King Charles III	richard-goulding-501104
2016	Best Performance by an Actor in a Featured Role in a Play	Michael Shannon	Nominee	Long Day's Journey Into Night	michael-shannon-493542
2016	Best Performance by an Actor in a Featured Role in a Play	David Furr	Nominee	Noises Off	david-furr-375467
2016	Best Performance by an Actor in a Featured Role in a Play	Bill Camp	Nominee	The Crucible	bill-camp-70319
2016	Best Performance by an Actress in a Featured Role in a Play	Jayne Houdyshell	Winner	The Humans	jayne-houdyshell-406112
2016	Best Performance by an Actress in a Featured Role in a Play	Pascale Armand	Nominee	Eclipsed	pascale-armand-495429
2016	Best Performance by an Actress in a Featured Role in a Play	Saycon Sengbloh	Nominee	Eclipsed	saycon-sengbloh-109460
2016	Best Performance by an Actress in a Featured Role in a Play	Megan Hilty	Nominee	Noises Off	megan-hilty-391894
2016	Best Performance by an Actress in a Featured Role in a Play	Andrea Martin	Nominee	Noises Off	andrea-martin-51614
2016	Best Performance by an Actor in a Featured Role in a Musical	Daveed Diggs	Winner	Hamilton	daveed-diggs-501006
2016	Best Performance by an Actor in a Featured Role in a Musical	Jonathan Groff	Nominee	Hamilton	jonathan-groff-406200
2016	Best Performance by an Actor in a Featured Role in a Musical	Christopher Jackson	Nominee	Hamilton	christopher-jackson-70782
2016	Best Performance by an Actor in a Featured Role in a Musical	Brandon Victor Dixon	Nominee	Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed	brandon-victor-dixon-405711
2016	Best Performance by an Actor in a Featured Role in a Musical	Christopher Fitzgerald	Nominee	Waitress	christopher-fitzgerald-102301
2016	Best Performance by an Actress in a Featured Role in a Musical	Renée Elise Goldsberry	Winner	Hamilton	rene-elise-goldsberry-113220
2016	Best Performance by an Actress in a Featured Role in a Musical	Jennifer Simard	Nominee	Disaster!	jennifer-simard-405990
2016	Best Performance by an Actress in a Featured Role in a Musical	Jane Krakowski	Nominee	She Loves Me	jane-krakowski-48457
2016	Best Performance by an Actress in a Featured Role in a Musical	Adrienne Warren	Nominee	Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed	adrienne-warren-492903
2016	Best Performance by an Actress in a Featured Role in a Musical	Danielle Brooks	Nominee	The Color Purple	danielle-brooks-501125
2016	Best Scenic Design of a Play	David Zinn	Winner	The Humans	david-zinn-423782
2016	Best Scenic Design of a Play	Jan Versweyveld	Nominee	A View From the Bridge	jan-versweyveld-501202
2016	Best Scenic Design of a Play	Christopher Oram	Nominee	Hughie	christopher-oram-456481
2016	Best Scenic Design of a Play	Beowulf Boritt	Nominee	Thérèse Raquin	beowulf-boritt-392865
2016	Best Scenic Design of a Musical	David Rockwell	Winner	She Loves Me	david-rockwell-82068
2016	Best Scenic Design of a Musical	Es Devlin	Nominee	American Psycho	es-devlin-106543
2016	Best Scenic Design of a Musical	Finn Ross	Nominee	American Psycho	finn-ross-481314
2016	Best Scenic Design of a Musical	David Korins	Nominee	Hamilton	david-korins-406005
2016	Best Scenic Design of a Musical	Santo Loquasto	Nominee	Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed	santo-loquasto-25069
2016	Best Costume Design of a Play	Clint Ramos	Winner	Eclipsed	clint-ramos-478823
2016	Best Costume Design of a Play	Tom Scutt	Nominee	King Charles III	tom-scutt-498411
2016	Best Costume Design of a Play	Jane Greenwood	Nominee	Long Day's Journey Into Night	jane-greenwood-24916
2016	Best Costume Design of a Play	Michael Krass	Nominee	Noises Off	michael-krass-25123
2016	Best Costume Design of a Musical	Paul Tazewell	Winner	Hamilton	paul-tazewell-25200
2016	Best Costume Design of a Musical	Jeff Mahshie	Nominee	She Loves Me	jeff-mahshie-406006
2016	Best Costume Design of a Musical	Ann Roth	Nominee	Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed	ann-roth-24627
2016	Best Costume Design of a Musical	Gregg Barnes	Nominee	Tuck Everlasting	gregg-barnes-24917
2016	Best Lighting Design of a Play	Natasha Katz	Winner	Long Day's Journey Into Night	natasha-katz-25733
2016	Best Lighting Design of a Play	Jan Versweyveld	Nominee	A View From the Bridge	jan-versweyveld-501202
2016	Best Lighting Design of a Play	Jan Versweyveld	Nominee	The Crucible	jan-versweyveld-501202
2016	Best Lighting Design of a Play	Justin Townsend	Nominee	The Humans	justin-townsend-117237
2016	Best Lighting Design of a Musical	Howell Binkley	Winner	Hamilton	howell-binkley-25554
2016	Best Lighting Design of a Musical	Justin Townsend	Nominee	American Psycho	justin-townsend-117237
2016	Best Lighting Design of a Musical	Peggy Eisenhauer	Nominee	Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed	peggy-eisenhauer-25639
2016	Best Lighting Design of a Musical	Jules Fisher	Nominee	Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed	jules-fisher-7001
2016	Best Lighting Design of a Musical	Ben Stanton	Nominee	Spring Awakening	ben-stanton-91513
2016	Best Direction of a Play	Ivo van Hove	Winner	A View From the Bridge	ivo-van-hove-501196
2016	Best Direction of a Play	Liesl Tommy	Nominee	Eclipsed	liesl-tommy-503177
2016	Best Direction of a Play	Rupert Goold	Nominee	King Charles III	rupert-goold-478135
2016	Best Direction of a Play	Jonathan Kent	Nominee	Long Day's Journey Into Night	jonathan-kent-15297
2016	Best Direction of a Play	Joe Mantello	Nominee	The Humans	joe-mantello-15538
2016	Best Direction of a Musical	Thomas Kail	Winner	Hamilton	thomas-kail-459890
2016	Best Direction of a Musical	Scott Ellis	Nominee	She Loves Me	scott-ellis-14696
2016	Best Direction of a Musical	George C. Wolfe	Nominee	Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed	george-c-wolfe-5792
2016	Best Direction of a Musical	Michael Arden	Nominee	Spring Awakening	michael-arden-112033
2016	Best Direction of a Musical	John Doyle	Nominee	The Color Purple	john-doyle-400381
2016	Best Choreography	Andy Blankenbuehler	Winner	Hamilton	andy-blankenbuehler-32280
2016	Best Choreography	Randy Skinner	Nominee	Dames at Sea	randy-skinner-16192
2016	Best Choreography	Hofesh Shechter	Nominee	Fiddler on the Roof	hofesh-shechter-501124
2016	Best Choreography	Sergio Trujillo	Nominee	On Your Feet!	sergio-trujillo-62708
2016	Best Choreography	Savion Glover	Nominee	Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed	savion-glover-1188
2016	Best Orchestrations	Alex Lacamoire	Winner	Hamilton	alex-lacamoire-112595
2016	Best Orchestrations	August Eriksmoen	Nominee	Bright Star	august-eriksmoen-393626
2016	Best Orchestrations	Larry Hochman	Nominee	She Loves Me	larry-hochman-12654
2016	Best Orchestrations	Daryl Waters	Nominee	Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed	daryl-waters-11568
2016	Regional Theatre Award	Paper Mill Playhouse	Recipient	No Associated Performance
2016	Special Award for Lifetime Achievement	Sheldon Harnick	Recipient	No Associated Performance
2016	Special Award for Lifetime Achievement	Marshall W. Mason	Recipient	No Associated Performance
2016	Isabelle Stevenson Award	Brian Stokes Mitchell	Recipient	No Associated Performance
2016	Tony Honor for Excellence in Theatre	Seth Gelblum	Recipient	No Associated Performance
2016	Tony Honor for Excellence in Theatre	Joan Lader	Recipient	No Associated Performance
2016	Tony Honor for Excellence in Theatre	Sally Ann Parsons	Recipient	No Associated Performance
2016	Special Award	National Endowment for the Arts	Recipient	No Associated Performance
2016	Special Award	Miles Wilkin	Recipient	No Associated Performance
2016	Excellence in Theatre Education	Marilyn McCormick	Winner	No Associated Performance
2015	Best Play	Simon Stephens	Winner	The Curious Incident of the Dog in the Night-Time	simon-stephens-496545
2015	Best Play	Stuart Thompson	Winner	The Curious Incident of the Dog in the Night-Time	stuart-thompson-23898
2015	Best Play	Tim Levy	Winner	The Curious Incident of the Dog in the Night-Time	tim-levy-472559
2015	Best Play	NT America	Winner	The Curious Incident of the Dog in the Night-Time	nt-america-498071
2015	Best Play	Warner Bros. Theatre Ventures	Winner	The Curious Incident of the Dog in the Night-Time	warner-bros-theatre-ventures-494900
2015	Best Play	Nick Starr & Chris Harper	Winner	The Curious Incident of the Dog in the Night-Time	nick-starr-chris-harper-498068
2015	Best Play	NT Productions	Winner	The Curious Incident of the Dog in the Night-Time	nt-productions-498070
2015	Best Play	Bob Boyett	Winner	The Curious Incident of the Dog in the Night-Time	bob-boyett-90012
2015	Best Play	Roger Berlind	Winner	The Curious Incident of the Dog in the Night-Time	roger-berlind-23702
2015	Best Play	Scott M. Delman	Winner	The Curious Incident of the Dog in the Night-Time	scott-m-delman-483289
2015	Best Play	Roy Furman	Winner	The Curious Incident of the Dog in the Night-Time	roy-furman-91627
2015	Best Play	Glass Half Full Productions	Winner	The Curious Incident of the Dog in the Night-Time	glass-half-full-productions-494844
2015	Best Play	Ruth Hendel	Winner	The Curious Incident of the Dog in the Night-Time	ruth-hendel-93724
2015	Best Play	Jon B. Platt	Winner	The Curious Incident of the Dog in the Night-Time	jon-b-platt-22672
2015	Best Play	Prime Number Group	Winner	The Curious Incident of the Dog in the Night-Time	prime-number-group-497139
2015	Best Play	Scott Rudin	Winner	The Curious Incident of the Dog in the Night-Time	scott-rudin-23801
2015	Best Play	Triple Play Broadway	Winner	The Curious Incident of the Dog in the Night-Time	triple-play-broadway-497140
2015	Best Play	The Shubert Organization (Philip J. Smith: Chairman; Robert E. Wankel: President)	Winner	The Curious Incident of the Dog in the Night-Time	the-shubert-organization-philip-j-smith-chairman-robert-e-wankel-president-482852
2015	Best Play	The National Theatre of Great Britain	Winner	The Curious Incident of the Dog in the Night-Time	the-national-theatre-of-great-britain-391718
2015	Best Play	Ayad Akhtar	Nominee	Disgraced	ayad-akhtar-494629
2015	Best Play	The Araca Group	Nominee	Disgraced	the-araca-group-88201
2015	Best Play	Lincoln Center Theater (André Bishop: Producing Artistic Director; Adam Siegel: Managing Director; Hattie K. Jutagir, Executive Director of Development and Planning)	Nominee	Disgraced	lincoln-center-theater-andr-bishop-producing-artistic-director-adam-siegel-managing-director-hattie-k-jutagir-executive-director-of-development-and-planning-495347
2015	Best Play	Jenifer Evans	Nominee	Disgraced	jenifer-evans-498343
2015	Best Play	Amanda Watkins	Nominee	Disgraced	amanda-watkins-112656
2015	Best Play	Richard Winkler	Nominee	Disgraced	richard-winkler-25957
2015	Best Play	Rodger Hess	Nominee	Disgraced	rodger-hess-23693
2015	Best Play	Stephanie P. McClelland	Nominee	Disgraced	stephanie-p-mcclelland-478527
2015	Best Play	Tulchin Bartner Productions	Nominee	Disgraced	tulchin-bartner-productions-453410
2015	Best Play	Jessica Genick	Nominee	Disgraced	jessica-genick-493429
2015	Best Play	Jonathan Reinis	Nominee	Disgraced	jonathan-reinis-22676
2015	Best Play	Carl Levin/Ashley De Simone/TNTDynaMite Productions	Nominee	Disgraced	carl-levin-ashley-de-simone-tntdynamite-productions-498346
2015	Best Play	Alden & Bergson/Rachel Weinstein	Nominee	Disgraced	alden-bergson-rachel-weinstein-498347
2015	Best Play	Greenleaf Productions	Nominee	Disgraced	greenleaf-productions-495330
2015	Best Play	Darren DeVerna/Jere Harris	Nominee	Disgraced	darren-deverna-jere-harris-498348
2015	Best Play	The Shubert Organization (Philip J. Smith: Chairman; Robert E. Wankel: President)	Nominee	Disgraced	the-shubert-organization-philip-j-smith-chairman-robert-e-wankel-president-482852
2015	Best Play	David Merrick Arts Foundation	Nominee	Disgraced	david-merrick-arts-foundation-20230
2015	Best Play	Robert Askins	Nominee	Hand to God	robert-askins-498574
2015	Best Play	Kevin McCollum	Nominee	Hand to God	kevin-mccollum-22822
2015	Best Play	Broadway Global Ventures	Nominee	Hand to God	broadway-global-ventures-499895
2015	Best Play	CMC	Nominee	Hand to God	cmc-499896
2015	Best Play	Morris Berchard	Nominee	Hand to God	morris-berchard-453313
2015	Best Play	Mariano V. Tolentino Jr.	Nominee	Hand to God	mariano-v-tolentino-jr-499897
2015	Best Play	Stephanie Kramer	Nominee	Hand to God	stephanie-kramer-497951
2015	Best Play	LAMS Productions	Nominee	Hand to God	lams-productions-499489
2015	Best Play	DeSimone/Winkler	Nominee	Hand to God	desimone-winkler-500283
2015	Best Play	Joan Raffe & Jhett Tolentino	Nominee	Hand to God	joan-raffe-jhett-tolentino-494316
2015	Best Play	Timothy Laczynski	Nominee	Hand to God	timothy-laczynski-489188
2015	Best Play	Lily Fan	Nominee	Hand to God	lily-fan-490703
2015	Best Play	Ayal Miodovnik	Nominee	Hand to God	ayal-miodovnik-500284
2015	Best Play	Jam Theatricals	Nominee	Hand to God	jam-theatricals-489088
2015	Best Play	The Ensemble Studio Theatre	Nominee	Hand to God	the-ensemble-studio-theatre-499909
2015	Best Play	MCC Theater (Robert LuPone, Bernard Telsey, William Cantler, Artistic Directors; Blake West, Executive Director)	Nominee	Hand to God	mcc-theater-robert-lupone-bernard-telsey-william-cantler-artistic-directors-blake-west-executive-director-499910
2015	Best Play	Hilary Mantel	Nominee	Wolf Hall Parts One & Two	hilary-mantel-498315
2015	Best Play	Mike Poulton	Nominee	Wolf Hall Parts One & Two	mike-poulton-76340
2015	Best Play	Jeffrey Richards	Nominee	Wolf Hall Parts One & Two	jeffrey-richards-72831
2015	Best Play	Jerry Frankel	Nominee	Wolf Hall Parts One & Two	jerry-frankel-1166
2015	Best Play	Matthew Byam Shaw	Nominee	Wolf Hall Parts One & Two	matthew-byam-shaw-453360
2015	Best Play	Nia Janis & Nick Salmon	Nominee	Wolf Hall Parts One & Two	nia-janis-nick-salmon-498325
2015	Best Play	Playful Productions UK	Nominee	Wolf Hall Parts One & Two	playful-productions-uk-498323
2015	Best Play	Carole Shorenstein Hays	Nominee	Wolf Hall Parts One & Two	carole-shorenstein-hays-21416
2015	Best Play	Jam Theatricals	Nominee	Wolf Hall Parts One & Two	jam-theatricals-489088
2015	Best Play	Ron Kastner	Nominee	Wolf Hall Parts One & Two	ron-kastner-23709
2015	Best Play	Kyodo Tokyo, Inc.	Nominee	Wolf Hall Parts One & Two	kyodo-tokyo-inc-500021
2015	Best Play	Tulchin Bartner Productions	Nominee	Wolf Hall Parts One & Two	tulchin-bartner-productions-500031
2015	Best Play	WLE MSG	Nominee	Wolf Hall Parts One & Two	wle-msg-500022
2015	Best Play	Jane Bergère	Nominee	Wolf Hall Parts One & Two	jane-bergre-89323
2015	Best Play	Scott M. Delman	Nominee	Wolf Hall Parts One & Two	scott-m-delman-483289
2015	Best Play	Rebecca Gold	Nominee	Wolf Hall Parts One & Two	rebecca-gold-481450
2015	Best Play	Just For Laughs Theatricals	Nominee	Wolf Hall Parts One & Two	just-for-laughs-theatricals-494340
2015	Best Play	Kit Seidel	Nominee	Wolf Hall Parts One & Two	kit-seidel-489928
2015	Best Play	Triple Play Productions	Nominee	Wolf Hall Parts One & Two	triple-play-productions-500017
2015	Best Play	Gabrielle Palitz	Nominee	Wolf Hall Parts One & Two	gabrielle-palitz-495935
2015	Best Play	Georgia Gatti	Nominee	Wolf Hall Parts One & Two	georgia-gatti-499408
2015	Best Play	Jessica Genick	Nominee	Wolf Hall Parts One & Two	jessica-genick-493429
2015	Best Play	Will Trice	Nominee	Wolf Hall Parts One & Two	will-trice-490947
2015	Best Play	The Shubert Organization (Philip J. Smith: Chairman; Robert E. Wankel: President)	Nominee	Wolf Hall Parts One & Two	the-shubert-organization-philip-j-smith-chairman-robert-e-wankel-president-482852
2015	Best Play	The Royal Shakespeare Company (Gregory Doran, Artistic Director; Catherine Mallyon, Executive Director)	Nominee	Wolf Hall Parts One & Two	the-royal-shakespeare-company-gregory-doran-artistic-director-catherine-mallyon-executive-director-494301
2015	Best Musical	Fox Theatricals	Winner	Fun Home	fox-theatricals-20321
2015	Best Musical	Barbara Whitman	Winner	Fun Home	barbara-whitman-380518
2015	Best Musical	Carole Shorenstein Hays	Winner	Fun Home	carole-shorenstein-hays-21416
2015	Best Musical	Tom Casserly	Winner	Fun Home	tom-casserly-492446
2015	Best Musical	Paula Marie Black	Winner	Fun Home	paula-marie-black-494678
2015	Best Musical	Latitude Link	Winner	Fun Home	latitude-link-406866
2015	Best Musical	Terry Schnuck/Jack Lane	Winner	Fun Home	terry-schnuck-jack-lane-498890
2015	Best Musical	The Forstalls	Winner	Fun Home	the-forstalls-500120
2015	Best Musical	Nathan Vernon	Winner	Fun Home	nathan-vernon-492447
2015	Best Musical	Mint Theatricals	Winner	Fun Home	mint-theatricals-500071
2015	Best Musical	Elizabeth Armstrong	Winner	Fun Home	elizabeth-armstrong-496273
2015	Best Musical	Jam Theatricals	Winner	Fun Home	jam-theatricals-489088
2015	Best Musical	Delman-Whitney	Winner	Fun Home	delman-whitney-500072
2015	Best Musical	Kristin Caskey & Mike Isaacson	Winner	Fun Home	kristin-caskey-mike-isaacson-500122
2015	Best Musical	The Public Theater (Oskar Eustis, Artistic Director; Patrick Willingham, Executive Director)	Winner	Fun Home	the-public-theater-oskar-eustis-artistic-director-patrick-willingham-executive-director-500124
2015	Best Musical	Stuart Oken	Nominee	An American in Paris	stuart-oken-23896
2015	Best Musical	Van Kaplan	Nominee	An American in Paris	van-kaplan-486886
2015	Best Musical	Roy Furman	Nominee	An American in Paris	roy-furman-91627
2015	Best Musical	Stephanie P. McClelland	Nominee	An American in Paris	stephanie-p-mcclelland-478527
2015	Best Musical	Darren Bagert	Nominee	An American in Paris	darren-bagert-76238
2015	Best Musical	Carole L. Haber	Nominee	An American in Paris	carole-l-haber-482992
2015	Best Musical	James L. Nederlander	Nominee	An American in Paris	james-l-nederlander-22466
2015	Best Musical	Five Cent Productions	Nominee	An American in Paris	five-cent-productions-484633
2015	Best Musical	Michael Leavitt	Nominee	An American in Paris	michael-leavitt-23207
2015	Best Musical	Apples and Oranges Studios/Dominion Pictures	Nominee	An American in Paris	apples-and-oranges-studios-dominion-pictures-499763
2015	Best Musical	Roger Berlind/Arch Road	Nominee	An American in Paris	roger-berlind-arch-road-499766
2015	Best Musical	Simone Genatt Haft/Marc Routh	Nominee	An American in Paris	simone-genatt-haft-marc-routh-499767
2015	Best Musical	Triptyk Studios/Spencer Ross	Nominee	An American in Paris	triptyk-studios-spencer-ross-499768
2015	Best Musical	Ed Walson/Peter May	Nominee	An American in Paris	ed-walson-peter-may-499769
2015	Best Musical	Adam Zotovich/Celia Atkin	Nominee	An American in Paris	adam-zotovich-celia-atkin-499750
2015	Best Musical	Eugene Beard/Julie Boardman/Kallish-Weinstein	Nominee	An American in Paris	eugene-beard-julie-boardman-kallish-weinstein-499754
2015	Best Musical	Stuart Ditsky/Jim Herbert/Sandy Robertson	Nominee	An American in Paris	stuart-ditsky-jim-herbert-sandy-robertson-499756
2015	Best Musical	Suzanne Friedman/Independent Presenters Network/Wonderful Productions	Nominee	An American in Paris	suzanne-friedman-independent-presenters-network-wonderful-productions-499758
2015	Best Musical	The Leonore S. Gershwin 1987 Trust/Jenkins-Taylor/Proctors	Nominee	An American in Paris	the-leonore-s-gershwin-1987-trust-jenkins-taylor-proctors-499761
2015	Best Musical	Harriet Newman Leve/Jane Dubin/Sarahbeth Grossman	Nominee	An American in Paris	harriet-newman-leve-jane-dubin-sarahbeth-grossman-499762
2015	Best Musical	Caiola Productions/Jennifer Isaacson/Raise the Curtain	Nominee	An American in Paris	caiola-productions-jennifer-isaacson-raise-the-curtain-499765
2015	Best Musical	Elephant Eye Theatrical & Pittsburgh CLO	Nominee	An American in Paris	elephant-eye-theatrical-pittsburgh-clo-499932
2015	Best Musical	Théâtre du Châtelet	Nominee	An American in Paris	thtre-du-chtelet-498191
2015	Best Musical	Kevin McCollum	Nominee	Something Rotten!	kevin-mccollum-22822
2015	Best Musical	Broadway Global Ventures	Nominee	Something Rotten!	broadway-global-ventures-499895
2015	Best Musical	CMC	Nominee	Something Rotten!	cmc-499896
2015	Best Musical	Mastro/Goodman	Nominee	Something Rotten!	mastro-goodman-500053
2015	Best Musical	Jerry & Ronald Frankel	Nominee	Something Rotten!	jerry-ronald-frankel-500696
2015	Best Musical	Morris Berchard	Nominee	Something Rotten!	morris-berchard-453313
2015	Best Musical	Kyodo Tokyo, Inc.	Nominee	Something Rotten!	kyodo-tokyo-inc-500021
2015	Best Musical	Wendy Federman	Nominee	Something Rotten!	wendy-federman-407203
2015	Best Musical	Barbara Freitag	Nominee	Something Rotten!	barbara-freitag-108602
2015	Best Musical	LAMS Productions	Nominee	Something Rotten!	lams-productions-499489
2015	Best Musical	Winkler/DeSimone	Nominee	Something Rotten!	winkler-desimone-500055
2015	Best Musical	Timothy Laczynski	Nominee	Something Rotten!	timothy-laczynski-489188
2015	Best Musical	Dan Markley	Nominee	Something Rotten!	dan-markley-21558
2015	Best Musical	Harris/Karmazin	Nominee	Something Rotten!	harris-karmazin-500056
2015	Best Musical	Jam Theatricals	Nominee	Something Rotten!	jam-theatricals-489088
2015	Best Musical	Robert Greenblatt	Nominee	Something Rotten!	robert-greenblatt-480321
2015	Best Musical	Jujamcyn Theaters (Jordan Roth: President; Rocco Landesman: President Emeritus; Paul Libin: Executive Vice President; Jack Viertel: Senior Vice President)	Nominee	Something Rotten!	jujamcyn-theaters-jordan-roth-president-rocco-landesman-president-emeritus-paul-libin-executive-vice-president-jack-viertel-senior-vice-president-494934
2015	Best Musical	Tom Kirdahy	Nominee	The Visit	tom-kirdahy-495881
2015	Best Musical	Edgar Bronfman, Jr.	Nominee	The Visit	edgar-bronfman-jr-21737
2015	Best Musical	Tom Smedes	Nominee	The Visit	tom-smedes-480184
2015	Best Musical	Hugh Hayes	Nominee	The Visit	hugh-hayes-22303
2015	Best Musical	Peter Stern	Nominee	The Visit	peter-stern-492431
2015	Best Musical	Judith Ann Abrams	Nominee	The Visit	judith-ann-abrams-1003
2015	Best Musical	Rich Affannato	Nominee	The Visit	rich-affannato-110552
2015	Best Musical	Hunter Arnold	Nominee	The Visit	hunter-arnold-490661
2015	Best Musical	Carl Daikeler	Nominee	The Visit	carl-daikeler-494599
2015	Best Musical	Ken Davenport	Nominee	The Visit	ken-davenport-98584
2015	Best Musical	Bharat Mitra & Bhavani Lev	Nominee	The Visit	bharat-mitra-bhavani-lev-500074
2015	Best Musical	Peter May	Nominee	The Visit	peter-may-98082
2015	Best Musical	Ted Snowdon	Nominee	The Visit	ted-snowdon-23931
2015	Best Musical	Bruno Wang Productions	Nominee	The Visit	bruno-wang-productions-500820
2015	Best Musical	Taylor Cleghorn	Nominee	The Visit	taylor-cleghorn-500829
2015	Best Musical	Sandi Moran	Nominee	The Visit	sandi-moran-500830
2015	Best Musical	Mark Lee & Ed Filipowski	Nominee	The Visit	mark-lee-ed-filipowski-496505
2015	Best Musical	Blodgett Calvin Family	Nominee	The Visit	blodgett-calvin-family-500833
2015	Best Musical	Gabrielle Palitz/Weatherby & Fishman LLC	Nominee	The Visit	gabrielle-palitz-weatherby-fishman-llc-500077
2015	Best Musical	Marguerite Hoffman/Jeremy Youett	Nominee	The Visit	marguerite-hoffman-jeremy-youett-500078
2015	Best Musical	Carlos Arana	Nominee	The Visit	carlos-arana-487720
2015	Best Musical	Veenerick & Katherine Vos Van Liempt	Nominee	The Visit	veenerick-katherine-vos-van-liempt-500082
2015	Best Musical	42nd.club/Silva Theatrical	Nominee	The Visit	42ndclub-silva-theatrical-500083
2015	Best Musical	Kate Cannova/Terry Loftis	Nominee	The Visit	kate-cannova-terry-loftis-500822
2015	Best Musical	The Shubert Organization (Philip J. Smith: Chairman; Robert E. Wankel: President)	Nominee	The Visit	the-shubert-organization-philip-j-smith-chairman-robert-e-wankel-president-482852
2015	Best Musical	The Williamstown Theatre Festival (Stephen M. Kaus, Producer; Jenny Gersten, Artistic Director Emeritus)	Nominee	The Visit	the-williamstown-theatre-festival-stephen-m-kaus-producer-jenny-gersten-artistic-director-emeritus-496257
2015	Best Book of a Musical	Lisa Kron	Winner	Fun Home	lisa-kron-406666
2015	Best Book of a Musical	Craig Lucas	Nominee	An American in Paris	craig-lucas-4924
2015	Best Book of a Musical	Karey Kirkpatrick	Nominee	Something Rotten!	karey-kirkpatrick-498919
